Root.tip.ID,Seq.plate,Seq.plate.well,Plot,Treatment,Block,Core,ECM,Accession,OTU ,Species,Genus,Family,Order,Phylum,enz.well,LAP,NAG,PHOS,ABTS,TMB
MAT.B1.C.21,2,3E,MAT.B1.C,Control,B1,2,Maybe,MK713548.1,1,Alternaria alternata,Alternaria,Pleosporaceae,Pleosporales,Ascomycota,6E,61.97485055,19.87313764,137.6921662,354.0525054,350.8109533
MAT.B2.F.10,5,2A,MAT.B2.F,Fertilized,B2,11,Maybe,LC131023,2,Articulospora tetracladia,Articulospora,Helotiaceae,Helotiales,Ascomycota,4E,2.605521434,5.087341335,15.34793403,2.772967618,734.9803545
MAT.B2.WF.10,5,12B,MAT.B2.WF,Warmed.Fertilized,B2,2,Maybe,AY762620.1,3,Cadophora finlandica,Cadophora,Helotiaceae,Helotiales,Ascomycota,4G,0.214054917,22.07752043,31.61612441,126.9655501,266.4950003
MAT.B4.W.42,1,6B,MAT.B4.W,Warmed,B4,3,Yes,KT182906.1,4,Cenococcum geophilum,Cenococcum,Gloniaceae,Mytilinidiales,Ascomycota,8B,0.341894306,7.185908361,9.207911237,1.507917946,362.7481422
MAT.B4.W.45,1,6E,MAT.B4.W,Warmed,B4,3,Yes,KU878614.1,4,Cenococcum geophilum,Cenococcum,Gloniaceae,Mytilinidiales,Ascomycota,8E,0.741965106,13.73887447,20.51823037,48.72245273,483.7936209
MAT.B1.C.11,2,2C,MAT.B1.C,Control,B1,4,Yes,MH038128.1,4,Cenococcum geophilum,Cenococcum,Gloniaceae,Mytilinidiales,Ascomycota,5A,0.41536864,3.34468598,13.52791965,0,105.6815603
MAT.B4.C.36,4,1D,MAT.B4.C,Control,B4,5,Yes,JN943891.1,4,Cenococcum geophilum,Cenococcum,Gloniaceae,Mytilinidiales,Ascomycota,10C,1.566893982,22.30691357,11.28349487,53.65548977,285.203428
MAT.B4.C.37,4,1E,MAT.B4.C,Control,B4,5,Yes,JN943891.1,4,Cenococcum geophilum,Cenococcum,Gloniaceae,Mytilinidiales,Ascomycota,10D,1.621506172,24.94187854,12.91445562,144.1139352,342.7628565
MAT.B4.C.39,4,1G,MAT.B4.C,Control,B4,5,Yes,JN943891.1,4,Cenococcum geophilum,Cenococcum,Gloniaceae,Mytilinidiales,Ascomycota,10G,2.110152898,13.01690728,11.67572307,5.272942917,98.45210028
MAT.B4.WF.6,4,2F,MAT.B4.WF,Warmed.Fertilized,B4,1,Yes,DQ179119.1,4,Cenococcum geophilum,Cenococcum,Gloniaceae,Mytilinidiales,Ascomycota,4A,0.94361053,26.22558645,20.78832329,22.10833422,258.1212117
MAT.B4.WF.7,4,2G,MAT.B4.WF,Warmed.Fertilized,B4,1,Yes,JN943891.1,4,Cenococcum geophilum,Cenococcum,Gloniaceae,Mytilinidiales,Ascomycota,4B,0.25029547,16.14061491,14.8632988,69.37239393,439.3322136
MAT.B4.WF.8,4,2H,MAT.B4.WF,Warmed.Fertilized,B4,1,Yes,DQ179119.1,4,Cenococcum geophilum,Cenococcum,Gloniaceae,Mytilinidiales,Ascomycota,4C,1.111108926,28.84675456,16.00349268,0,303.4028668
MAT.B4.WF.9,4,3A,MAT.B4.WF,Warmed.Fertilized,B4,1,Yes,DQ179119.1,4,Cenococcum geophilum,Cenococcum,Gloniaceae,Mytilinidiales,Ascomycota,4D,0.404819969,14.42035086,12.12407954,56.88430667,269.144213
MAT.B4.WF.27,4,5D,MAT.B4.WF,Warmed.Fertilized,B4,4,Yes,JN943891.1,4,Cenococcum geophilum,Cenococcum,Gloniaceae,Mytilinidiales,Ascomycota,8D,0.077364657,4.58346775,8.670037184,6.36207331,512.9368118
MAT.B4.WF.28,4,5E,MAT.B4.WF,Warmed.Fertilized,B4,4,Yes,DQ179119.1,4,Cenococcum geophilum,Cenococcum,Gloniaceae,Mytilinidiales,Ascomycota,8E,0.094731552,8.000484132,5.047513757,52.62233431,691.9060096
MAT.B4.WF.35,4,6D,MAT.B4.WF,Warmed.Fertilized,B4,3,Yes,JN943891.1,4,Cenococcum geophilum,Cenococcum,Gloniaceae,Mytilinidiales,Ascomycota,10F,0.828064562,12.17829318,57.13023249,14.69202714,437.5007311
MAT.B4.WF.36,4,6E,MAT.B4.WF,Warmed.Fertilized,B4,3,Yes,DQ179119.1,4,Cenococcum geophilum,Cenococcum,Gloniaceae,Mytilinidiales,Ascomycota,10G,2.046411617,28.06308243,27.63053463,371.8814062,1393.168561
MAT.B2.C.28,4,11D,MAT.B2.C,Control,B2,11,Yes,LC095124.1,4,Cenococcum geophilum,Cenococcum,Gloniaceae,Mytilinidiales,Ascomycota,8A,0.670091968,8.940431259,18.90673951,11.53952314,400.6931634
MAT.B2.C.32,4,11H,MAT.B2.C,Control,B2,6,Yes,JN943891.1,4,Cenococcum geophilum,Cenococcum,Gloniaceae,Mytilinidiales,Ascomycota,9E,2.7266182,12.55809593,21.94594209,29.28150228,157.4831349
MAT.B2.C.38,4,12F,MAT.B2.C,Control,B2,7,Yes,JQ711949.1,4,Cenococcum geophilum,Cenococcum,Gloniaceae,Mytilinidiales,Ascomycota,10D,3.597610643,4.544515294,9.604443261,31.39823739,101.7764569
MAT.B2.W.4,5,6D,MAT.B2.W,Warmed,B2,5,Yes,JN943891.1,4,Cenococcum geophilum,Cenococcum,Gloniaceae,Mytilinidiales,Ascomycota,3G,0.272259391,8.823489622,8.327025788,12.74403652,185.5641681
MAT.B2.W.11,5,7C,MAT.B2.W,Warmed,B2,1,Yes,JN943891.1,4,Cenococcum geophilum,Cenococcum,Gloniaceae,Mytilinidiales,Ascomycota,5G,0.483544856,6.09549027,9.909133008,30.98507831,224.7627219
MAT.B2.W.21,5,8E,MAT.B2.W,Warmed,B2,3,Yes,DQ179119.1,4,Cenococcum geophilum,Cenococcum,Gloniaceae,Mytilinidiales,Ascomycota,7F,0.107997013,11.72995311,9.15758926,161.0274012,534.4309537
MAT.B2.W.25,5,9A,MAT.B2.W,Warmed,B2,6,Yes,JN943891.1,4,Cenococcum geophilum,Cenococcum,Gloniaceae,Mytilinidiales,Ascomycota,8G,0.207926509,13.92960285,16.30535676,162.274065,717.1945942
MAT.B2.W.37,5,10E,MAT.B2.W,Warmed,B2,11,Yes,LC095057.1,4,Cenococcum geophilum,Cenococcum,Gloniaceae,Mytilinidiales,Ascomycota,11E,0.658975855,20.1376296,20.47359033,69.0436693,555.1567133
MAT.B1.WF.8,3,4H,MAT.B1.WF,Warmed.Fertilized,B1,9,No,NA,5,Chalara sp.,Chalara,Helotiaceae,Helotiales,Ascomycota,4C,0.886267597,45.54318619,145.3224342,1958.172035,4037.407963
MAT.B2.WF.28,6,2D,MAT.B2.WF,Warmed.Fertilized,B2,1,No,MK638860,5,Chalara sp.,Chalara,Helotiaceae,Helotiales,Ascomycota,9A,0.961084348,28.55114876,43.54540195,13.9397169,551.4581849
MAT.B1.C.1,2,1A,MAT.B1.C,Control,B1,6,Yes,KY964779.1,6,Cortinarius biformis,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,3A,11.92580421,12.51177783,94.4702849,0,154.4287393
MAT.B1.C.2,2,1B,MAT.B1.C,Control,B1,6,Yes,HQ604696.1,6,Cortinarius biformis,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,3C,17.01423224,24.43696475,139.7827997,0,235.5996599
MAT.B1.C.3,2,1C,MAT.B1.C,Control,B1,6,Yes,KY964779.1,6,Cortinarius privignofulvus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,3D,11.07033391,16.30563948,105.8797259,0,135.3368064
MAT.B1.C.4,2,1D,MAT.B1.C,Control,B1,6,Yes,KY964779.1,6,Cortinarius biformis,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,3F,14.43625137,16.25367629,131.5019394,0,196.4620918
MAT.B1.C.5,2,1E,MAT.B1.C,Control,B1,6,Yes,HQ604697.1,6,Cortinarius biformis,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,3G,15.7910766,19.89478887,117.5500681,0,437.8397425
MAT.B1.C.6,2,1F,MAT.B1.C,Control,B1,6,Yes,HQ604697.1,6,Cortinarius biformis,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,4A,63.8869902,87.45419452,606.7909349,0,220.4573346
MAT.B1.C.7,2,1G,MAT.B1.C,Control,B1,4,Yes,KY964779.1,6,Cortinarius biformis,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,4E,24.0576288,18.03552509,251.6825631,4.321729025,278.1786052
MAT.B1.C.9,2,2A,MAT.B1.C,Control,B1,4,Yes,HQ604696.1,6,Cortinarius privignofulvus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,4G,5.182016408,19.58056499,107.8826853,0,319.3512736
MAT.B1.C.10,2,2B,MAT.B1.C,Control,B1,4,Yes,KY964779.1,6,Cortinarius biformis,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,4H,5.429389387,22.74957665,137.2843452,44.82734616,351.6898556
MAT.B1.C.28,2,4D,MAT.B1.C,Control,B1,5,Yes,KY964779.1,6,Cortinarius biformis,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,7G,15.78813344,13.66845566,135.5216285,0.656300986,142.8408109
MAT.B1.C.30,2,4F,MAT.B1.C,Control,B1,5,Yes,KJ705151.1,6,Cortinarius biformis,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,8C,9.834455668,15.08208744,95.96647929,0,125.2138815
MAT.B4.C.16,3,10H,MAT.B4.C,Control,B4,2,Yes,HQ604697.1,6,Cortinarius biformis,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,5H,17.22184589,20.16790145,90.08967002,0,169.3811272
MAT.B4.C.18,3,11B,MAT.B4.C,Control,B4,2,Yes,KY964779.1,6,Cortinarius biformis,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,6D,40.27555948,28.52200846,217.638306,0,354.427561
MAT.B4.C.19,3,11C,MAT.B4.C,Control,B4,2,Yes,KJ705151.1,6,Cortinarius privignofulvus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,6E,15.56567268,22.07955849,108.2290738,0.190354708,159.936671
MAT.B4.C.35,4,1C,MAT.B4.C,Control,B4,12,Yes,HQ604696.1,6,Cortinarius biformis,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,10B,10.56608721,35.48492121,93.19351249,0,454.4500629
MAT.B3.C.7,6,4G,MAT.B3.C,Control,B3,7,Yes,AY669688.1,6,Cortinarius submilvinus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,4H,18.78695216,15.72175155,146.754872,0,51.54718049
MAT.B3.C.10,6,5B,MAT.B3.C,Control,B3,7,Yes,AY669688.1,6,Cortinarius caninoides,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,5D,18.21349244,12.24004135,123.84138,0.084351772,322.4916817
MAT.B4.C.102,7,12F,MAT.B4.C,Control,B4,2,Yes,HQ604697.1,6,Cortinarius privignofulvus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,6A,27.42345563,19.0997858,141.9043703,5.148703714,114.905739
MAT.B1.C.26,2,4B,MAT.B1.C,Control,B1,12,Yes,JX029954.1,7,Cortinarius croceus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,7E,6.247237366,19.02887978,48.24293116,31.89814259,203.7883252
MAT.B2.W.3,5,6C,MAT.B2.W,Warmed,B2,5,Yes,JX029954.1,7,Cortinarius croceus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,3F,2.67544332,21.81659266,58.12408218,44.93277926,294.2455449
MAT.B1.C.29,2,4E,MAT.B1.C,Control,B1,5,Yes,KX897424.1,8,Cortinarius glandicolor,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,8A,9.025677519,66.95450184,287.8978992,0,351.999975
MAT.B4.WF.15,4,3G,MAT.B4.WF,Warmed.Fertilized,B4,5,Yes,KR019802.1,9,Cortinarius casimiri,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,5G,4.722686752,11.39248196,53.41246705,1.523716926,1604.158401
MAT.B4.WF.20,4,4D,MAT.B4.WF,Warmed.Fertilized,B4,5,Yes,KR019802.1,9,Cortinarius casimiri,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,6F,4.943708705,13.96622982,79.07524937,42.0974373,704.1769018
MAT.B2.WF.21,6,1E,MAT.B2.WF,Warmed.Fertilized,B2,6,Yes,KR019802.1,9,Cortinarius casimiri,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,7B,1.61021133,29.09072764,70.88998447,12.54892065,752.357213
MAT.B3.C.34,6,8B,MAT.B3.C,Control,B3,3,Yes,NR_131855.1,10,Cortinarius croceus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,10H,10.27263043,19.31657642,87.18375198,12.86404887,719.2512706
MAT.B3.C.35,6,8C,MAT.B3.C,Control,B3,3,Yes,KP087988.1,10,Cortinarius croceus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,11A,NA,26.78356945,2.859738906,5.625834302,204.2463911
MAT.B3.C.36,6,8D,MAT.B3.C,Control,B3,3,Yes,KY287714.1,10,Cortinarius croceus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,11B,NA,24.09264556,84.97352173,11.46963287,793.0851183
MAT.B4.C.2,3,9B,MAT.B4.C,Control,B4,10,Yes,FJ039621,11,Cortinarius herpeticus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,3C,7.014514155,38.37307536,60.4579772,0,124.1277141
MAT.B4.C.3,3,9C,MAT.B4.C,Control,B4,10,Yes,FJ039621,11,Cortinarius herpeticus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,3D,8.948593407,55.1888579,164.5581383,19.05257642,377.2938553
MAT.B4.C.4,3,9D,MAT.B4.C,Control,B4,10,Yes,FJ039621,11,Cortinarius herpeticus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,3E,7.309003466,44.38196418,76.06032702,0,261.2999111
MAT.B4.C.104,7,12H,MAT.B4.C,Control,B4,6,Yes,GU234083.1,12,Cortinarius tabularis,Cortinarius,Cortinariaceae,Agricales,Basidiomycota,9C,0.516220429,16.59781869,41.28725216,0.823738431,147.307887
MAT.B4.F.26,1,12B,MAT.B4.F,Fertilized,B4,6,Yes,AJ236065.2,13,Cortinarius delibutus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,6D,0.021835771,2.187382826,69.9502387,3.307215998,174.2785626
MAT.B4.F.27,1,12C,MAT.B4.F,Fertilized,B4,6,Yes,AJ236065.2,13,Cortinarius delibutus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,6E,13.32158464,9.444734135,100.3135094,0,639.5318251
MAT.B4.F.28,1,12D,MAT.B4.F,Fertilized,B4,6,Yes,AJ236065.2,13,Cortinarius delibutus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,6F,22.5958004,9.272982218,132.0718452,0,442.4735936
MAT.B4.W.15,1,2G,MAT.B4.W,Warmed,B4,5,Yes,HQ845160.1,14,Cortinarius salmoneotomentosus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,4G,3.92546595,7.281586412,102.700942,0,487.9858445
MAT.B4.W.16,1,2H,MAT.B4.W,Warmed,B4,5,Yes,HQ845160.1,14,Cortinarius paragaudis,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,4H,4.676698004,12.04480635,240.426407,15.30612363,1523.993189
MAT.B4.W.19,1,3C,MAT.B4.W,Warmed,B4,5,Yes,HQ845160.1,14,Cortinarius paragaudis,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,5C,1.85041205,5.519458861,187.7717608,34.95875972,1278.933947
MAT.B4.WF.13,4,3E,MAT.B4.WF,Warmed.Fertilized,B4,8,Yes,JQ724020.1,16,Cortinarius diasemospermus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,5D,9.475596811,9.128343709,23.50492796,16.5246758,416.1177441
MAT.B4.WF.30,4,5G,MAT.B4.WF,Warmed.Fertilized,B4,4,Yes,JQ724020.1,16,Cortinarius fulvescens,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,9E,4.965313699,19.56307725,55.17783755,4.798832618,656.913152
MAT.B4.WF.38,4,6G,MAT.B4.WF,Warmed.Fertilized,B4,3,Yes,JQ724020.1,16,Cortinarius fulvescens,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,11A,0.16007871,10.74400182,5.558475585,0,141.9541911
MAT.B1.WF.18,3,6B,MAT.B1.WF,Warmed.Fertilized,B1,8,NA,KF359562.1,17,Helotiales sp.,NA,NA,Helotiales,Ascomycota,6F,0.255251739,13.30415585,21.81338817,22.47931778,100.2163712
MAT.B2.WF.27,6,2C,MAT.B2.WF,Warmed.Fertilized,B2,1,NA,KF359562.1,17,Helotiales sp.,NA,NA,Helotiales,Ascomycota,8H,1.286064892,9.97429428,39.1381702,22.69649657,303.1976186
MAT.B4.F.3,1,9C,MAT.B4.F,Fertilized,B4,7,Yes,FJ876163.1,18,Laccaria laccata,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,3D,4.135775028,24.48353455,36.6940985,117.8126103,366.5316288
MAT.B4.F.4,1,9D,MAT.B4.F,Fertilized,B4,7,Yes,FJ876163.1,18,Laccaria laccata,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,3E,4.144117134,29.3467554,44.06148754,29.53507263,305.440659
MAT.B4.F.5,1,9E,MAT.B4.F,Fertilized,B4,7,Yes,FJ876163.1,18,Laccaria laccata,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,3F,5.297169586,14.21593406,19.14995468,2.212828159,944.3459274
MAT.B4.F.6,1,9F,MAT.B4.F,Fertilized,B4,7,Yes,FJ876163.1,18,Laccaria laccata,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,3G,2.88381763,16.27846463,30.34743278,67.16003934,363.3500626
MAT.B4.F.7,1,9G,MAT.B4.F,Fertilized,B4,7,Yes,FJ876163.1,18,Laccaria laccata,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,3H,3.504036056,23.59262313,48.1086446,103.83863,304.656549
MAT.B4.F.19,1,11C,MAT.B4.F,Fertilized,B4,3,Yes,JX504097.1,18,Laccaria pumila,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,5D,4.190211048,19.28641182,27.12539208,0.503424,415.3674629
MAT.B4.F.20,1,11D,MAT.B4.F,Fertilized,B4,3,Yes,JX504099.1,18,Laccaria montana,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,5E,4.465503527,13.88996256,25.24727513,0.161284851,831.5737584
MAT.B4.F.24,1,11H,MAT.B4.F,Fertilized,B4,3,Yes,JX504097.1,18,Laccaria pumila,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,6A,2.967178713,24.01758214,40.77426655,0,688.1228809
MAT.B1.WF.1,3,4A,MAT.B1.WF,Warmed.Fertilized,B1,4,Yes,JN942778.1,18,Laccaria bicolor,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,3A,1.940965464,36.64606293,62.49571331,416.2882974,478.400444
MAT.B1.WF.2,3,4B,MAT.B1.WF,Warmed.Fertilized,B1,4,Yes,JN942778.1,18,Laccaria bicolor,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,3C,1.23774849,30.17077528,58.53545009,18.8166233,351.0870881
MAT.B1.WF.6,3,4F,MAT.B1.WF,Warmed.Fertilized,B1,4,Yes,JX504116.1,18,Laccaria bicolor,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,4A,1.582002297,31.16884931,47.31737992,455.2978645,288.3115835
MAT.B1.WF.7,3,4G,MAT.B1.WF,Warmed.Fertilized,B1,4,Yes,JN942778.1,18,Laccaria bicolor,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,4B,2.130811684,40.98311819,72.79919545,178.4246031,472.0134232
MAT.B1.WF.25,3,7A,MAT.B1.WF,Warmed.Fertilized,B1,5,Yes,JN942778.1,18,Laccaria bicolor,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,7H,1.969107754,44.47864389,64.59747683,270.7395252,785.1203384
MAT.B1.WF.26,3,7B,MAT.B1.WF,Warmed.Fertilized,B1,5,Yes,JX504116.1,18,Laccaria bicolor,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,8A,2.854000097,42.89980965,58.60498032,437.6499062,1379.968043
MAT.B1.WF.27,3,7C,MAT.B1.WF,Warmed.Fertilized,B1,5,Yes,JX504116.1,18,Laccaria bicolor,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,8B,3.827130417,37.76639441,73.75612899,385.2717052,1065.257996
MAT.B1.WF.28,3,7D,MAT.B1.WF,Warmed.Fertilized,B1,5,Yes,JX504116.1,18,Laccaria bicolor,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,8C,2.767098442,27.72980491,57.94004447,248.5730646,920.778468
MAT.B1.WF.35,3,8C,MAT.B1.WF,Warmed.Fertilized,B1,3,Yes,KY075876.1,18,Laccaria bicolor,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,9F,1.324608587,23.05777054,30.65863961,134.0680326,496.1533779
MAT.B1.WF.36,3,8D,MAT.B1.WF,Warmed.Fertilized,B1,3,Yes,JX504116.1,18,Laccaria bicolor,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,9G,0.987400209,24.71125844,34.91727666,106.2672127,596.8454153
MAT.B1.WF.37,3,8E,MAT.B1.WF,Warmed.Fertilized,B1,3,Yes,JX504116.1,18,Laccaria bicolor,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,9H,1.422039564,20.48105798,26.3405528,264.3022862,711.9947364
MAT.B1.WF.38,3,8F,MAT.B1.WF,Warmed.Fertilized,B1,3,Yes,JX504116.1,18,Laccaria bicolor,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,10A,0.981464328,23.08619679,123.4684291,200.1521208,514.8848864
MAT.B1.WF.39,3,8G,MAT.B1.WF,Warmed.Fertilized,B1,3,Yes,JX504116.1,18,Laccaria bicolor,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,10B,1.271570321,27.35483181,126.7356144,171.2212999,508.9267203
MAT.B1.WF.40,3,8H,MAT.B1.WF,Warmed.Fertilized,B1,3,Yes,JX504116.1,18,Laccaria bicolor,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,10D,1.987051805,29.95537467,89.34000921,179.8850042,938.3543931
MAT.B4.C.29,3,12E,MAT.B4.C,Control,B4,11,Yes,LT716039.1,18,Laccaria laccata,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,8F,0.14848144,15.61605416,24.01064536,57.78885846,395.868322
MAT.B2.WF.19,6,1C,MAT.B2.WF,Warmed.Fertilized,B2,4,Yes,KX496977.1,18,Laccaria pumila,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,6F,2.864708837,16.56205437,27.79724944,36.77622831,1072.245219
MAT.B3.F.29,6,12E,MAT.B3.F,Fertilized,B3,11,Yes,FJ876163.1,18,Laccaria sp.,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,7H,2.223021752,25.64305406,31.4701412,131.1022144,993.5858
MAT.B3.WF.24,7,9H,MAT.B3.WF,Warmed.Fertilized,B3,1,Yes,FJ876163.1,18,Laccaria laccata,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,6E,1.240551463,20.75970608,63.20991322,86.986442,275.532595
MAT.B3.WF.27,7,10C,MAT.B3.WF,Warmed.Fertilized,B3,5,Yes,FJ876163.1,18,Laccaria laccata,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,6G,1.6163388,22.84267906,76.03017912,192.9723325,450.1926777
MAT.B3.WF.29,7,10E,MAT.B3.WF,Warmed.Fertilized,B3,5,Yes,FJ876163.1,18,Laccaria laccata,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,6H,1.242919298,22.19112689,49.82081593,91.30992635,365.2981064
MAT.B3.WF.33,7,11A,MAT.B3.WF,Warmed.Fertilized,B3,5,Yes,FJ876163.1,18,Laccaria laccata,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,7F,1.011480004,25.07349455,61.88426938,194.0077706,489.44046
MAT.B4.W.43,1,6C,MAT.B4.W,Warmed,B4,3,Yes,KF133267.1,19,Lactarius vietus,Lactarius,Russulaceae,Russulales,Basidiomycota,8C,4.827288334,17.01146597,122.2229143,257.4211701,660.1738662
MAT.B4.W.59,1,8C,MAT.B4.W,Warmed,B4,6,Yes,JQ888186.1,19,Lactarius vietus,Lactarius,Russulaceae,Russulales,Basidiomycota,10C,4.578727293,19.57796748,90.7302825,245.5978156,324.7612423
MAT.B4.W.60,1,8D,MAT.B4.W,Warmed,B4,6,Yes,KF133267.1,19,Lactarius vietus,Lactarius,Russulaceae,Russulales,Basidiomycota,10D,2.81829334,12.81735035,73.88213366,215.3862292,288.9168467
MAT.B1.C.12,2,2D,MAT.B1.C,Control,B1,9,Yes,MG551732.1,19,Lactarius vietus,Lactarius,Russulaceae,Russulales,Basidiomycota,5C,4.265383179,31.45247487,116.1960891,110.0384008,203.2849392
MAT.B1.C.13,2,2E,MAT.B1.C,Control,B1,9,Yes,MG551732.1,19,Lactarius vietus,Lactarius,Russulaceae,Russulales,Basidiomycota,5D,4.764932038,23.53818986,111.5395442,94.62093259,479.4745144
MAT.B1.C.14,2,2F,MAT.B1.C,Control,B1,9,Yes,FJ607392.1,19,Lactarius vietus,Lactarius,Russulaceae,Russulales,Basidiomycota,5E,6.208185754,42.86164355,126.8781329,89.30447867,328.2003051
MAT.B4.WF.11,4,3C,MAT.B4.WF,Warmed.Fertilized,B4,8,Yes,KF133267.1,19,Lactarius vietus,Lactarius,Russulaceae,Russulales,Basidiomycota,4G,7.549950312,19.24328086,103.53934,81.39170106,729.4983045
MAT.B4.WF.12,4,3D,MAT.B4.WF,Warmed.Fertilized,B4,8,Yes,KF133267.1,19,Lactarius vietus,Lactarius,Russulaceae,Russulales,Basidiomycota,5C,3.49104863,22.68811274,59.91394324,178.7647748,478.806093
MAT.B4.WF.14,4,3F,MAT.B4.WF,Warmed.Fertilized,B4,8,Yes,KF133267.1,19,Lactarius vietus,Lactarius,Russulaceae,Russulales,Basidiomycota,5E,6.866969719,36.05836942,145.2622121,192.0027731,753.3562244
MAT.B4.WF.22,4,4G,MAT.B4.WF,Warmed.Fertilized,B4,6,Yes,KF133267.1,19,Lactarius vietus,Lactarius,Russulaceae,Russulales,Basidiomycota,7D,2.569324167,25.46751638,60.29427879,217.5342562,660.1617787
MAT.B4.WF.25,4,5B,MAT.B4.WF,Warmed.Fertilized,B4,6,Yes,KJ705195,19,Lactarius thyinos,Lactarius,Russulaceae,Russulales,Basidiomycota,8B,5.863707887,32.23892677,100.8541622,163.9827933,810.9218889
MAT.B4.WF.31,4,5H,MAT.B4.WF,Warmed.Fertilized,B4,9,Yes,KJ705195,19,Lactarius thyinos,Lactarius,Russulaceae,Russulales,Basidiomycota,9F,1.67303652,12.37333399,20.46564947,114.8650252,342.3282778
MAT.B4.WF.33,4,6B,MAT.B4.WF,Warmed.Fertilized,B4,9,Yes,NA,19,Lactarius thyinos,Lactarius,Russulaceae,Russulales,Basidiomycota,9H,3.595487271,27.96098051,55.06167441,117.0578117,505.5136688
MAT.B4.WF.39,4,6H,MAT.B4.WF,Warmed.Fertilized,B4,3,Yes,MG551732.1,19,Lactarius thyinos,Lactarius,Russulaceae,Russulales,Basidiomycota,11C,1.145155465,23.57579909,56.11534372,20.16900666,272.96926
MAT.B2.C.6,4,8F,MAT.B2.C,Control,B2,1,Yes,KF133267.1,19,Lactarius vietus,Lactarius,Russulaceae,Russulales,Basidiomycota,3F,6.498757318,15.58517163,40.81861645,159.3517658,218.5380493
