Block,Treatment,Warmed,Fertilized,Plate,Column,Row,Core,LAP.mm2.min,NAG.mm2.min,PHOS.mm2.min,ABTS.mm2.min,TMB.mm2.min,Area
B4,Warmed,Y,N,MAT.W.B4,4,B,5,1.521191179,33.91597877,89.40951277,555.7460306,1145.91835,1.751
B4,Warmed,Y,N,MAT.W.B4,4,C,5,2.711661507,40.57662143,108.4332046,1330.636012,1312.25325,1.078
B4,Warmed,Y,N,MAT.W.B4,4,D,5,1.939859945,26.34334903,79.88686037,759.6582127,1042.761518,1.671
B4,Warmed,Y,N,MAT.W.B4,4,E,5,1.215362178,21.58554526,94.48088591,799.0498815,786.2558469,1.7
B4,Warmed,Y,N,MAT.W.B4,4,F,5,1.664132275,30.87929695,83.02439277,861.3391475,785.774116,1.683
B4,Warmed,Y,N,MAT.W.B4,4,G,5,3.92546595,7.281586412,102.700942,0,487.9858445,1.094
B4,Warmed,Y,N,MAT.W.B4,4,H,5,4.676698004,12.04480635,240.426407,15.30612363,1523.993189,0.391
B4,Warmed,Y,N,MAT.W.B4,5,A,5,1.375827238,2.571330892,127.8361987,44.00510543,1517.392996,1.16
B4,Warmed,Y,N,MAT.W.B4,5,B,5,2.068546835,4.193596268,147.3217087,2.396647195,1484.265949,1.322
B4,Warmed,Y,N,MAT.W.B4,5,C,5,1.85041205,5.519458861,187.7717608,34.95875972,1278.933947,0.574
B4,Warmed,Y,N,MAT.W.B4,5,D,5,1.754875621,3.527481809,148.410671,16.74440207,919.4763729,0.862
B4,Warmed,Y,N,MAT.W.B4,5,E,4,0.706254701,18.19144195,64.20891699,1090.875806,2410.128045,0.859
B4,Warmed,Y,N,MAT.W.B4,5,F,4,2.071941309,27.04184935,87.59983702,1042.676841,2454.125032,0.775
B4,Warmed,Y,N,MAT.W.B4,5,G,4,2.477520479,39.19567421,123.7099192,2528.594355,4541.103126,0.404
B4,Warmed,Y,N,MAT.W.B4,5,H,4,0.355689329,29.27789517,63.38165252,2209.545238,3217.127486,0.432
B4,Warmed,Y,N,MAT.W.B4,6,A,4,0.939949633,22.99633715,58.4682038,775.1697628,1962.756706,0.932
B4,Warmed,Y,N,MAT.W.B4,6,B,4,0.921615253,24.75176812,60.93728541,738.9014472,2244.675643,0.916
B4,Warmed,Y,N,MAT.W.B4,6,C,4,0.61218243,24.90237604,48.7492991,936.3794071,2555.967988,0.715
B4,Warmed,Y,N,MAT.W.B4,6,D,4,0.583794939,15.36937785,44.22726517,568.0443986,1779.58126,1.488
B4,Warmed,Y,N,MAT.W.B4,6,E,4,1.06791824,19.85552627,48.99944638,1120.83099,2611.090346,0.63
B4,Warmed,Y,N,MAT.W.B4,6,F,4,0.713362582,20.67325893,38.37435284,1395.352999,2316.700985,0.72
B4,Warmed,Y,N,MAT.W.B4,6,G,2,0.519517135,1.947845406,1.222491125,49.54648908,674.1828607,0.621
B4,Warmed,Y,N,MAT.W.B4,6,H,1,15.25592944,60.67803871,26.12363542,0,144.2277264,0.642
B4,Warmed,Y,N,MAT.W.B4,7,A,1,18.2566649,54.99879573,94.15225037,0,191.6899511,0.557
B4,Warmed,Y,N,MAT.W.B4,7,B,1,15.71609967,34.16773538,69.7768084,3.537252494,412.2976114,0.418
B4,Warmed,Y,N,MAT.W.B4,7,C,1,14.51102371,39.96521864,73.93327587,9.462369492,182.4636107,0.692
B4,Warmed,Y,N,MAT.W.B4,7,D,1,0.716776413,13.71407359,59.05493659,627.7552437,668.9030889,2.189
B4,Warmed,Y,N,MAT.W.B4,7,E,1,NA,1.403601771,12.95226981,133.1553449,1085.778733,0.193
B4,Warmed,Y,N,MAT.W.B4,7,F,1,24.61381492,42.65367143,80.61361289,40.27347249,303.0355647,0.75
B4,Warmed,Y,N,MAT.W.B4,7,G,1,1.030536326,22.90216425,76.34203575,1144.788405,1463.029241,0.698
B4,Warmed,Y,N,MAT.W.B4,7,H,3,8.042561713,30.19938802,102.276052,0,230.6564432,0.509
B4,Warmed,Y,N,MAT.W.B4,8,A,3,9.600812262,48.12694439,123.7429888,0,0,0.369
B4,Warmed,Y,N,MAT.W.B4,8,B,3,0.341894306,7.185908361,9.207911237,1.507917946,362.7481422,0.607
B4,Warmed,Y,N,MAT.W.B4,8,C,3,4.827288334,17.01146597,122.2229143,257.4211701,660.1738662,0.253
B4,Warmed,Y,N,MAT.W.B4,8,D,3,2.037141049,27.21117157,96.80023798,2598.437391,1872.143155,0.412
B4,Warmed,Y,N,MAT.W.B4,8,E,3,0.741965106,13.73887447,20.51823037,48.72245273,483.7936209,0.25
B4,Warmed,Y,N,MAT.W.B4,8,F,3,10.6302078,31.90220862,124.171002,6.571429078,340.644267,0.225
B4,Warmed,Y,N,MAT.W.B4,8,G,8,0.974508225,20.93910137,92.96467892,936.064597,889.4806091,0.909
B4,Warmed,Y,N,MAT.W.B4,8,H,8,1.482971759,30.90541106,150.1051674,1850.608978,2403.382596,0.419
B4,Warmed,Y,N,MAT.W.B4,9,A,8,30.426282,24.14364584,103.1735855,177.3821523,484.6128272,1.577
B4,Warmed,Y,N,MAT.W.B4,9,B,8,0.8093715,28.05435317,113.95131,708.9267586,2190.523195,0.683
B4,Warmed,Y,N,MAT.W.B4,9,C,8,6.092202573,16.99311426,87.30971615,46.23577898,682.9263777,0.434
B4,Warmed,Y,N,MAT.W.B4,9,D,8,29.2603673,20.11917867,85.38319607,171.3330541,446.4140484,1.442
B4,Warmed,Y,N,MAT.W.B4,9,E,8,1.052655155,25.06344122,111.6194242,514.8137352,1760.56025,0.574
B4,Warmed,Y,N,MAT.W.B4,9,F,8,0.35038864,13.89142899,105.5879729,1436.895782,1978.348104,0.767
B4,Warmed,Y,N,MAT.W.B4,9,G,8,1.23184063,28.37323861,113.4337509,1130.829705,2378.680222,0.737
B4,Warmed,Y,N,MAT.W.B4,9,H,8,5.484373555,31.84011986,56.54548042,213.0738764,645.8494722,0.533
B4,Warmed,Y,N,MAT.W.B4,10,A,6,7.494568747,19.22756619,92.25684591,292.4729568,376.1740692,0.656
B4,Warmed,Y,N,MAT.W.B4,10,B,6,1.913608988,25.55900866,55.48388903,397.9672986,1441.811942,1.136
B4,Warmed,Y,N,MAT.W.B4,10,C,6,4.578727293,19.57796748,90.7302825,245.5978156,324.7612423,0.678
B4,Warmed,Y,N,MAT.W.B4,10,D,6,2.81829334,12.81735035,73.88213366,215.3862292,288.9168467,1.032
B4,Warmed,Y,N,MAT.W.B4,10,E,6,4.325434752,15.98780124,94.64804271,226.3119708,475.9714149,0.686
B4,Warmed,Y,N,MAT.W.B4,10,F,6,0.129387794,13.02874923,30.34104707,238.2658113,786.512974,2.096
B4,Warmed,Y,N,MAT.W.B4,10,G,6,5.430126558,16.95269615,90.66129468,188.5090215,401.5773169,0.716
B4,Warmed,Y,N,MAT.W.B4,10,H,6,3.536134849,13.80555528,67.51941215,227.1879197,386.4910154,0.666
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,3,A,4,1.940965464,36.64606293,62.49571331,416.2882974,478.400444,0.808
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,3,B,4,0.731485743,15.8660593,156.7992788,75.267324,641.6719635,0.213
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,3,C,4,1.23774849,30.17077528,58.53545009,18.8166233,351.0870881,1.313
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,3,D,4,1.707864261,9.768589043,118.8724101,3.060698742,219.6141567,0.582
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,3,E,4,0.999733164,8.324361705,127.5246318,11.04416942,246.7078127,0.554
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,3,F,4,1.394980741,8.984916849,105.9532102,5.913592494,122.7620093,0.406
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,3,G,4,1.414718188,10.96682261,138.9524587,50.21417745,300.387095,0.455
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,3,H,4,0.281061034,6.689174174,80.24817185,0,136.6808414,0.611
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,4,A,4,1.582002297,31.16884931,47.31737992,455.2978645,288.3115835,0.849
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,4,B,4,2.130811684,40.98311819,72.79919545,178.4246031,472.0134232,0.451
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,4,C,9,0.886267597,45.54318619,145.3224342,1958.172035,4037.407963,0.367
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,4,D,9,1.052449192,17.39041871,30.70349051,3.209212109,196.4282581,0.362
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,4,E,9,0.454909382,11.84490775,49.10853911,5.86506881,89.89728187,0.515
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,4,F,9,0.722869703,73.35751491,133.3988967,1.060945008,87.59539609,1.095
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,4,G,9,1.098133813,62.55672394,84.62540205,0.454335074,131.7667971,2.557
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,4,H,9,1.05316986,58.20262953,91.61510203,0,154.5299158,2.123
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,5,A,9,1.285780098,69.28552557,128.3487356,0,143.5103172,1.187
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,5,B,9,1.038484871,99.20461575,198.1383274,0,98.08707662,0.472
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,5,C,9,1.087222301,71.91886252,134.3979329,0,138.9221721,0.818
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,5,D,9,1.31163202,5.789951518,16.95863206,0,288.24545,1.298
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,5,E,8,2.166769761,84.02880457,144.0824578,20.10768332,981.6296407,1.013
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,5,F,8,0.872900396,6.460932833,83.31322667,1.651250724,189.066628,1.454
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,5,G,8,0.780255965,8.432074965,92.02862159,9.215448915,346.0155145,0.395
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,5,H,8,0.602085947,6.584549382,50.92739028,0.797268969,164.5091161,0.68
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,6,A,8,1.026041042,13.10356454,119.8896076,0.495560237,202.6862366,1.094
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,6,B,8,0.21099693,34.71074401,34.97212126,67.17514054,146.5137123,1.078
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,6,C,8,0.613702328,3.98708244,63.66984442,0.482763044,80.67724425,1.123
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,6,D,8,1.672308922,87.55069345,156.1876577,1.320153163,177.4655047,0.88
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,6,E,8,1.964124875,15.37898147,189.9621944,0,220.4178846,0.403
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,6,F,8,0.255251739,13.30415585,21.81338817,22.47931778,100.2163712,0.851
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,6,G,1,2.657964827,31.2665007,51.61536837,0,127.775959,1.139
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,6,H,1,3.35912446,35.151535,61.58205766,0,97.22870646,1.187
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,7,A,1,4.817508974,39.41364776,79.99302638,0.739621963,126.0200315,0.733
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,7,B,1,5.019951612,44.34049266,80.57479577,0.905079965,47.70571304,0.599
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,7,C,1,2.4050537,40.36447998,58.7144179,0.807962592,150.869407,0.671
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,7,D,1,3.852534462,35.32584716,62.95143783,0,46.61828407,0.689
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,7,E,1,3.911982513,46.20340893,96.4996311,0.946148166,148.8379265,0.573
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,7,F,1,5.124943699,39.43803356,85.04590113,0.573089745,56.43303529,0.946
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,7,G,5,NA,NA,NA,NA,NA,NA
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,7,H,5,1.969107754,44.47864389,64.59747683,270.7395252,785.1203384,0.7
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,8,A,5,2.854000097,42.89980965,58.60498032,437.6499062,1379.968043,0.736
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,8,B,5,3.827130417,37.76639441,73.75612899,385.2717052,1065.257996,0.471
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,8,C,5,2.767098442,27.72980491,57.94004447,248.5730646,920.778468,0.568
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,8,D,7,2.143138141,62.19322093,95.83847367,0.545671575,780.8768335,2.129
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,8,E,7,2.904127928,76.39656407,142.9240956,1.082697841,555.1349672,1.073
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,8,F,7,1.843382798,66.98074056,100.1174865,0.297880714,427.5769306,1.82
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,8,G,7,5.443395029,152.3608145,295.6301409,0,1390.746388,0.557
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,8,H,7,1.890287355,72.72422296,101.4818746,0,789.0320148,1.687
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,9,A,7,1.733320838,81.63100666,77.54474367,2.598713599,218.6906826,2.116
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,9,B,7,1.879529115,70.96650518,70.43128632,0.870213321,515.2142215,2.047
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,9,C,7,2.902749256,80.04605741,78.03962226,0.961839454,443.1540611,1.852
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,9,D,7,2.400696633,81.42456375,93.53477075,1.508320633,390.3279819,1.181
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,9,E,7,1.122267764,15.70782829,74.37011201,21.45982308,549.0242906,1.44
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,9,F,3,1.324608587,23.05777054,30.65863961,134.0680326,496.1533779,1.372
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,9,G,3,0.987400209,24.71125844,34.91727666,106.2672127,596.8454153,0.903
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,9,H,3,1.422039564,20.48105798,26.3405528,264.3022862,711.9947364,0.635
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,10,A,3,0.981464328,23.08619679,123.4684291,200.1521208,514.8848864,0.854
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,10,B,3,1.271570321,27.35483181,126.7356144,171.2212999,508.9267203,0.669
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,10,C,3,1.262996383,23.55911308,89.6610091,187.1814732,390.2387637,0.986
B1,Warmed.Fertilized,Y,Y,MAT.WF.B1,10,D,3,1.987051805,29.95537467,89.34000921,179.8850042,938.3543931,0.716
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,3,A,8,0.375293113,1.977912341,6.580648201,0,95.48091159,0.391
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,3,B,8,2.24882332,22.27077921,26.23539161,227.0324698,513.663132,0.253
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,3,C,8,0.281790899,23.01798292,29.63794323,0,68.18175304,0.603
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,3,D,8,0.961193282,12.40032411,19.11434911,3.188902189,196.7210339,0.43
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,3,E,8,2.502457344,20.8460497,22.34682403,216.2012566,948.0100216,0.494
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,3,F,8,NA,NA,NA,NA,NA,NA
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,3,G,8,0.426627989,2.434448218,7.140531237,23.15851634,94.51401628,0.375
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,3,H,8,5.009716523,32.24551417,33.46915998,236.4893681,1093.116653,0.297
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,4,A,8,1.497523396,16.31625703,16.32297154,194.5827692,496.5805705,0.433
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,4,B,8,0.111268501,19.98358636,27.92687522,0.279557175,349.4417299,0.545
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,4,C,2,1.969175252,42.54714522,52.83494067,0,629.8091037,1.662
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,4,D,2,3.363402002,31.94948978,81.7133046,4.986283422,610.0450142,0.275
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,4,E,2,2.343956981,25.86945115,78.50714103,3.686096616,562.7649088,0.372
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,4,F,2,0.426021829,7.529374999,40.2767722,100.0531942,185.1236074,0.702
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,4,G,2,0.214054917,22.07752043,31.61612441,126.9655501,266.4950003,0.438
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,4,H,2,1.334463736,46.6511363,59.50632722,904.6917825,2364.394754,0.306
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,5,A,2,2.298557219,46.79023834,63.22482619,819.9597841,1931.019126,0.406
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,5,B,2,1.573616882,30.06796147,69.65525572,1264.576879,2827.79839,0.31
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,5,C,2,1.589268838,39.00295275,58.0186002,1122.203081,2807.041606,0.383
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,5,D,5,1.887030756,39.99946137,39.61691105,2.405663055,2373.628321,0.57
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,5,E,5,1.058671119,14.78191626,28.37964587,3.851763879,1612.844519,0.356
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,5,F,5,8.369590987,36.60946967,52.43251359,0,1046.720648,0.321
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,5,G,5,NA,NA,NA,NA,NA,NA
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,5,H,4,1.510014382,6.297915866,22.62757255,51.74864112,374.0605747,0.686
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,6,A,4,1.319140691,18.30639282,30.48573009,68.45767331,508.3166836,0.661
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,6,B,4,NA,NA,NA,NA,NA,NA
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,6,C,4,2.333623445,13.53846158,21.24016601,73.06761764,333.8732648,0.661
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,6,D,4,3.784920228,13.75079585,57.43640045,217.748643,744.3485832,0.233
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,6,E,4,3.792670388,8.964429145,22.91178873,17.35195851,408.2480426,0.36
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,6,F,4,2.864708837,16.56205437,27.79724944,36.77622831,1072.245219,0.435
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,6,G,4,1.133675043,21.19034499,34.8047223,61.04112986,156.0087128,0.312
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,6,H,6,1.624646585,19.44078034,15.41037466,128.8182663,452.2881037,0.233
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,7,A,6,3.492568229,44.92982656,95.33791537,0,234.0972163,0.216
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,7,B,6,1.61021133,29.09072764,70.88998447,12.54892065,752.357213,1.032
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,7,C,6,1.509682409,3.169921976,40.73252502,41.27441963,365.0959492,0.299
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,7,D,6,NA,NA,NA,NA,NA,NA
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,7,E,6,2.48027663,25.04773841,47.11330642,963.6317828,2094.402237,0.933
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,7,F,6,3.55789219,25.82119017,132.5493819,13.80750357,707.3783406,0.32
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,7,G,6,3.826604489,20.15907436,50.34265657,133.1335926,636.5533904,0.317
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,7,H,6,6.105526681,28.32291091,67.4955569,291.0958506,536.7269468,0.302
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,8,A,6,0.64777985,5.315194644,42.12945263,3.805161342,458.4071419,1.001
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,8,B,6,2.028877809,3.22104194,51.22904344,53.42036008,367.6634451,0.482
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,8,C,1,2.936984768,10.03190867,51.03031876,1.885626982,555.620764,0.404
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,8,D,1,1.642939702,4.229772496,31.07929288,4.013749648,269.0600625,1.86
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,8,E,1,1.743025569,3.473323279,35.20485017,29.36684098,244.4017024,0.524
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,8,F,1,1.209543731,20.20330022,26.23862512,0,85.38852506,0.725
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,8,G,1,0.532329985,37.80866752,64.91461284,8.649181579,278.5893493,0.229
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,8,H,1,1.286064892,9.97429428,39.1381702,22.69649657,303.1976186,0.678
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,9,A,1,0.961084348,28.55114876,43.54540195,13.9397169,551.4581849,0.623
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,9,B,1,1.071833165,8.010932758,31.82880357,19.04483252,220.4056697,0.744
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,9,C,1,2.470644458,48.14299235,56.18312749,0.142391271,301.6498744,1.07
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,9,D,1,0.561488657,32.3730372,40.68376243,1.026675607,327.9967546,0.742
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,9,E,1,1.138318534,2.573375045,18.57156946,47.13968988,137.5758853,0.766
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,9,F,1,1.65526567,4.330237764,30.32267716,12.58113178,211.5825137,1.32
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,9,G,3,7.344855528,35.64194858,46.25846579,0,123.0465495,0.795
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,9,H,3,6.486155658,2.038509517,1.888127667,21.89061209,247.1487207,0.174
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,10,A,3,5.051072102,15.49883419,77.7643738,184.0764481,1459.872631,0.269
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,10,B,3,3.651855852,25.38953799,27.46395134,403.3517145,712.109737,0.363
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,10,C,3,1.289271534,11.86069772,12.27857838,155.1542319,472.5700814,0.327
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,10,D,3,3.01448862,20.80968928,31.55306475,570.301423,1014.730963,0.292
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,10,E,3,3.104505092,21.75779284,23.73481289,492.5339958,864.3736398,0.275
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,10,F,3,3.257007097,29.2487044,21.75071815,225.6741056,735.5038109,0.133
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,10,G,3,4.796953692,20.07447644,80.03359825,217.8965317,707.2833813,0.451
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,10,H,3,1.454469405,21.20171676,42.80381456,1580.721099,3383.081155,0.472
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,11,A,9,0.314244022,27.95350298,20.58962132,1.168992277,81.78322807,1.173
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,11,B,9,3.940405472,26.11002432,51.78751438,261.1581173,434.6666596,0.773
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,11,C,9,0.41517546,35.31211525,23.85947,1.697225863,129.1772545,1.167
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,11,D,9,1.13303254,7.659724622,26.63196573,243.8037891,333.770028,1.018
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,11,E,9,3.117284263,24.18786077,34.5958996,302.8767458,349.5115636,0.745
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,11,F,9,2.238877166,11.6395379,62.00581004,211.0993484,519.7457522,0.581
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,11,G,9,2.6371985,60.14144085,64.39838188,0,474.3755068,1.047
B2,Warmed.Fertilized,Y,Y,MAT.WF.B2,11,H,9,0.551053232,35.39526986,32.3109513,1.053656017,281.7119019,0.723
B3,Warmed.Fertilized,Y,Y,MAT.WF.B3,3,A,7,1.916649503,24.0725642,77.54223402,1202.623999,1992.143258,0.567
B3,Warmed.Fertilized,Y,Y,MAT.WF.B3,3,B,7,1.69153424,17.88779995,95.62025787,770.2203415,1544.387388,0.907
B3,Warmed.Fertilized,Y,Y,MAT.WF.B3,3,C,7,1.273692048,16.19491667,63.42437034,503.9744261,835.9927017,1.941
B3,Warmed.Fertilized,Y,Y,MAT.WF.B3,3,D,7,1.459172415,18.84367471,105.2511949,858.2678311,1571.004651,0.996
B3,Warmed.Fertilized,Y,Y,MAT.WF.B3,3,E,7,2.581977893,30.31884365,129.9709232,1425.848872,2489.180551,0.431
B3,Warmed.Fertilized,Y,Y,MAT.WF.B3,3,F,7,2.458361502,16.65898511,109.5437635,946.4768396,1897.876517,0.614
B3,Warmed.Fertilized,Y,Y,MAT.WF.B3,3,G,7,2.864400805,30.62220248,158.4971175,1526.256292,2571.83218,0.409
B3,Warmed.Fertilized,Y,Y,MAT.WF.B3,3,H,7,1.461724509,25.56659021,108.2762257,1398.064624,2508.664457,0.465
B3,Warmed.Fertilized,Y,Y,MAT.WF.B3,4,A,7,1.700125465,17.428271,92.97589254,1321.036209,1841.284765,0.663
B3,Warmed.Fertilized,Y,Y,MAT.WF.B3,4,B,9,1.794016815,4.844513838,108.4304325,1.542296427,278.6216378,0.917
B3,Warmed.Fertilized,Y,Y,MAT.WF.B3,4,C,9,1.858622702,5.923473504,102.3080619,68.57702513,300.6922992,0.657
B3,Warmed.Fertilized,Y,Y,MAT.WF.B3,4,D,9,0.920420456,2.835713899,87.24920046,10.54933333,332.5292907,0.798
B3,Warmed.Fertilized,Y,Y,MAT.WF.B3,4,E,9,1.698426055,4.825085781,109.2692178,88.93250293,346.6328128,0.858
B3,Warmed.Fertilized,Y,Y,MAT.WF.B3,4,F,9,1.573960861,3.657551638,89.42262631,70.84671493,334.6024728,0.712
B3,Warmed.Fertilized,Y,Y,MAT.WF.B3,4,G,9,1.416101086,3.895461735,91.34690799,60.21710168,465.8348046,0.784
B3,Warmed.Fertilized,Y,Y,MAT.WF.B3,4,H,9,1.044896105,3.492129154,63.80586485,28.37301806,320.6317883,1.512
B3,Warmed.Fertilized,Y,Y,MAT.WF.B3,5,A,9,1.035529416,1.178835901,69.69776997,3.44226713,193.6661357,1.663
B3,Warmed.Fertilized,Y,Y,MAT.WF.B3,5,B,9,1.475177573,3.89870413,93.00718396,9.281027614,253.0199314,0.849
B3,Warmed.Fertilized,Y,Y,MAT.WF.B3,5,C,9,1.29804609,4.623289697,68.70343657,0,212.6371531,1.59
B3,Warmed.Fertilized,Y,Y,MAT.WF.B3,5,D,9,1.226121424,3.553393041,103.6115103,5.803882976,315.2137659,0.615
B3,Warmed.Fertilized,Y,Y,MAT.WF.B3,5,E,1,3.987131966,19.27599788,65.94979769,336.0906367,763.5864969,1.673
